unitid,opeid,instnm,stabbr,iheType,iheControl,pctNative,pctAsian,pctBlack,pctHispanic,pctIslander,pctWhite,pctMultRaces,pctFullTime,pctPartTime,pctPell,hbcu,pbi,annhi,tribal,aanapii,hsi,nanti,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,state,awardedAmountsStudentAid,awardedAmountsInstitutional,awardedAmountsHbcu,awardedAmountsTccu,awardedAmountsMsi,awardedAmountsSip,awardedAmountsSaihe,awardedAmountsFipse,awardedAmountsProprietary,awards,ugFtPellEnrolled,ugFtNonPellEnrolled,ugPtPellEnrolled,ugPtNonPellEnrolled,gFtEnrolled,gPtEnrolled,distributed_to_more_than_enrolled,ugFtPellHeerRecipients,ugFtNonPellHeerRecipients,ugPtPellHeerRecipients,gFtHeerRecipients,gPtHeerRecipients,allStudentsHeerRecipients,a1InstitutionalDirectTotal,a2DirectUgFtPell,a2DirectUgFtNonPell,a2DirectUgPtPell,a2DirectUgPtNonPell,a2DirectGFt,a2DirectGPt,a2DirectTotal,a3DirectUgFtPell,a3DirectUgFtNonPell,a3DirectUgPtPell,a3DirectUgPtNonPell,a3DirectGFt,a3DirectGPt,a3DirectTotal,a4DirectUgFtPell,a4DirectUgFtNonPell,a4DirectUgPtPell,a4DirectUgPtNonPell,a4DirectGFt,a4DirectGPt,a4DirectTotal,minimumAwardUgFtPell,minimumAwardUgFtNonPell,minimumAwardUgPtPell,minimumAwardUgPtNonPell,minimumAwardGFt,minimumAwardGPt,minimumAward,maximumAwardUgFtPell,maximumAwardUgFtNonPell,maximumAwardUgPtPell,maximumAwardUgPtNonPell,maximumAwardGFt,maximumAwardGPt,maximumAward,ugFtPellGrantAmountTotal,ugFtNonPellGrantAmountTotal,ugPtPellGrantAmountTotal,ugPtNonPellGrantAmountTotal,gFtGrantAmountTotal,gPtGrantAmountTotal,allStudentsGrantAmountTotal,ugFtPellAverageHeerAmount,ugFtNonPellAverageHeerAmount,ugPtPellAverageHeerAmount,ugPtNonPellAverageHeerAmount,gFtAverageHeerAmount,gPtAverageHeerAmount,allStudentsAverageHeerAmount,nEnrolledStudentsNotEligibleTitleIV,pEnrolledStudentsNotEligibleTitleIV,nStudentsReceivedGrantsNotEligibleTitleIV,pStudentsGrantedHeerNotEligibleTitleIV,aiEnrolledStudentCount,aEnrolledStudentCount,bEnrolledStudentCount,hEnrolledStudentCount,nhEnrolledStudentCount,wEnrolledStudentCount,tmrEnrolledStudentCount,urEnrolledStudentCount,nrEnrolledStudentCount,ncrEnrolledStudentCount,mEnrolledStudentCount,woEnrolledStudentCount,ncgEnrolledStudentCount,tfoEnrolledStudentCount,tfyEnrolledStudentCount,aiReceivedAidGrant,aReceivedAidGrant,bReceivedAidGrant,hReceivedAidGrant,nhReceivedAidGrant,wReceivedAidGrant,tmrReceivedAidGrant,urReceivedAidGrant,nrReceivedAidGrant,ncrReceivedAidGrant,mReceivedAidGrant,woReceivedAidGrant,ncgReceivedAidGrant,tfoReceivedAidGrant,tfyReceivedAidGrant,aiTotalAmountOfGrants,aTotalAmountOfGrants,bTotalAmountOfGrants,hTotalAmountOfGrants,nhTotalAmountOfGrants,wTotalAmountOfGrants,tmrTotalAmountOfGrants,urTotalAmountOfGrants,nrTotalAmountOfGrants,ncrTotalAmountOfGrants,mTotalAmountOfGrants,woTotalAmountOfGrants,ncgTotalAmountOfGrants,tfoTotalAmountOfGrants,tfyTotalAmountOfGrants,aiAverageHeerfAward,aAverageHeerfAward,bAverageHeerfAward,hAverageHeerfAward,nhAverageHeerfAward,wAverageHeerfAward,tmrAverageHeerfAward,urAverageHeerfAward,nrAverageHeerfAward,ncrAverageHeerfAward,mAverageHeerfAward,woAverageHeerfAward,ncgAverageHeerfAward,tfoAverageHeerfAward,tfyAverageHeerfAward,enroll2021Ug,enroll2021UgW,enroll2021G,enroll2021GW,enroll2020Ug,enroll2020UgW,enroll2020G,enroll2020GW,enroll2019Ug,enroll2019UgW,enroll2019UgC,enroll2019UgSe,enroll2019G,enroll2019GW,MSI_Count,MSI_Flag
388520,03422400,College of Biblical Studies-Houston,TX,4 Year,Private Not-For-Profit,0,0.055,0.456,0.287,0,0.17,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,TEXAS,1054517,1662666,0,0,0,0,0,296245,0,"P425E204177 (Student Aid) / $1,054,517|P425F202811 (Institutional Portion) / $1,662,666|P425N200598 (Fund for the Improvement of Postsecondary Education) / $296,245",94,NA,160,283,NA,NA,0,84,NA,123,NA,NA,465,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,750,1120,1120,500,0,0,500,3700,2240,2410,2500,0,0,3700,104040,78614,144760,218880,0,0,546294,1238.571428571429,NA,1176.910569105691,1152,NA,NA,1174.825806451613,278,0.4549918166939443,191,0.410752688172043,NA,38,260,192,NA,102,15,NA,NA,NA,367,NA,NA,511,NA,NA,35,216,175,NA,91,15,NA,NA,NA,317,NA,NA,458,NA,NA,42490,253134,200500,NA,107660,16800,NA,NA,NA,366030,NA,NA,537204,NA,NA,1214,1171.916666666667,1145.714285714286,NA,1183.076923076923,1120,NA,NA,NA,1154.668769716088,NA,NA,1172.934497816594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
223320,00354600,Coastal Bend College,TX,2 Year,Public,0.003,0.008,0.024,0.761,0.001,0.186,0.005,NA,NA,0.643,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,6487917,9251239,0,0,0,0,0,0,0,"P425E205146 (Student Aid) / $6,487,917|P425F201934 (Institutional Portion) / $9,251,239",920,NA,792,3581,NA,NA,0,804,NA,604,NA,NA,2033,182413.49,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,700,700,400,400,0,0,400,1600,1500,1300,1200,0,0,1600,1053810.3,132700,452839.6,305471.14,0,0,1944821.04,1310.709328358209,NA,749.7344370860927,737.8529951690822,NA,NA,956.6261878996557,NA,NA,NA,NA,18,53,138,4377,NA,1137,21,89,NA,NA,NA,3699,NA,NA,4792,NA,18,86,1775,NA,359,9,39,NA,NA,NA,NA,NA,NA,NA,NA,15200,89600,1735600,NA,333100,9200,31700,NA,NA,NA,NA,NA,NA,NA,600,844.4444444444445,1041.860465116279,977.8028169014085,NA,927.8551532033426,1022.222222222222,812.8205128205128,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
228158,00361100,South Plains College,TX,2 Year,Public,0.013,0.018,0.06,0.471,0.002,0.427,0,0.443,0.557,0.615,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,14357292,18582610,0,0,1808650,0,0,0,0,"P425E201780 (Student Aid) / $14,357,292|P425F202489 (Institutional Portion) / $18,582,610|P425L200399 (Minority Serving Institutions) / $1,808,650",3223,2856,NA,7064,NA,NA,0,1957,933,898,NA,NA,4468,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,250,250,250,250,0,0,250,13650.4,12963,8700,9250,0,0,13650.4,5073728.779999999,2457097.83,1973492.47,1476009.13,0,0,10980328.21,2592.605406234031,2633.54536977492,2197.653084632517,NA,NA,NA,2457.548838406446,6177,0.4199184228416044,526,0.1177260519247986,181,272,971,6981,NA,6070,NA,137,68,NA,6066,8640,4,NA,10559,55,52,515,2534,NA,1259,NA,15,32,NA,NA,2858,NA,NA,2794,138809.52,125358.64,1480927.12,6163238.24,NA,2928641.49,NA,38748,88608,NA,NA,7049821.76,NA,NA,6743492.1,2523.809454545454,2410.743076923077,2875.586640776699,2432.217142857143,NA,2326.164805401112,NA,2583.2,2769,NA,2439.3790111940302,2466.697606717984,3992.5,NA,2413.561954187544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
487320,00363400,Texas State Technical College,TX,2 Year,Public,0.003,0.004,0.045,0.545,0.002,0.277,0.013,NA,NA,0.625,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,28903896,39987345,0,0,3712068,0,0,0,0,"P425E200835 (Student Aid) / $28,903,896|P425F200096 (Institutional Portion) / $39,987,345|P425L200534 (Minority Serving Institutions) / $3,712,068",6311,4248,NA,1932,NA,NA,0,1911,1325,NA,NA,NA,3539,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,90,45,250,60,0,0,45,10329,11135,7500,6644,0,0,11135,6245228.17,5796322.52,175565.6,908419.36,0,0,13125535.65,3268.041951857666,4374.583033962263,NA,3255.983369175627,NA,NA,3708.826123198643,3338,0.2665069860279441,757,0.2139022322690025,32,69,593,6994,NA,3518,128,1174,NA,NA,8572,NA,NA,NA,8752,NA,NA,84,860,NA,226,16,65,NA,NA,2305,NA,NA,NA,2125,NA,NA,267951.01,2238292.65,NA,612017.45,54257,160266.08,NA,NA,6335121.55,NA,NA,NA,5456153.46,6874,4769,3189.892976190476,2602.665872093023,NA,2708.041814159292,3391.0625,2465.632,NA,NA,2748.425835140998,NA,NA,NA,2567.601628235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
228468,00361900,Southwestern Adventist University,TX,4 Year,Private Not-For-Profit,0.004,0.052,0.114,0.413,0.005,0.273,0.045,0.79,0.21,0.564,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,1973556,2492135,0,0,284584,0,0,0,0,"P425E200053 (Student Aid) / $1,973,556|P425F200241 (Institutional Portion) / $2,492,135|P425L200038 (Minority Serving Institutions) / $284,584",348,445,NA,327,NA,38,0,338,387,5,NA,NA,750,727,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,250,125,375,125,500,500,125,6950,6190,5600,4800,2500,500,6950,649702,400433,9075,14120,4300,1000,1078630,1922.195266272189,1034.710594315246,1815,941.3333333333334,NA,NA,1438.173333333333,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
224350,00356300,Del Mar College,TX,4 Year,Public,0.002,0.021,0.026,0.699,0.001,0.225,0.006,0.149,0.851,0.612,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,13471397,19690430,0,0,1816436,0,0,0,0,"P425E201101 (Student Aid) / $13,471,397|P425F202750 (Institutional Portion) / $19,690,430|P425L200254 (Minority Serving Institutions) / $1,816,436",NA,2069,2541,7443,NA,NA,0,1224,NA,2209,NA,NA,7239,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,300,300,300,300,0,0,300,3000,3000,3000,3000,0,0,3000,924790.51,1358863,1874085,894994,0,0,5052732.51,755.5478022875817,NA,848.3861475780897,301.649477586788,NA,NA,697.9876377952755,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
226578,00359000,McLennan Community College,TX,2 Year,Public,0.003,0.028,0.124,0.304,0.001,0.492,0.037,0.278,0.722,0.597,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,14697384,20081976,0,0,1915079,0,0,0,0,"P425E203719 (Student Aid) / $14,697,384|P425F202862 (Institutional Portion) / $20,081,976|P425L200323 (Minority Serving Institutions) / $1,915,079",2703,1842,NA,7468,NA,NA,0,2691,NA,1700,NA,NA,11613,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,250,250,250,250,0,0,250,3240,3240,3240,3240,0,0,3240,1333390,4765665,2521985,1957340,0,0,10578380,495.4998141954663,NA,1483.520588235294,343.5738107776023,NA,NA,910.9084646516834,8538,0.6218046755516714,6617,0.5697924739516059,47,464,1641,4062,NA,6828,536,139,NA,NA,NA,9255,NA,NA,10036,40,349,1476,3547,NA,5626,456,108,NA,NA,NA,7966,NA,NA,8290,30720,182795,1707485,3628225,NA,4502525,446585,71865,NA,NA,NA,7640920,NA,NA,6793575,768,523.7679083094556,1156.832655826558,1022.899633493093,NA,800.3066121578386,979.3530701754386,665.4166666666666,NA,NA,NA,959.1915641476274,NA,NA,819.4903498190591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
494728,04287300,Michael's Barber & Hair Stylist Academy,TX,Less Than 2 Year,Private For-Profit,0,0.015,0.582,0.358,0,0.045,0,NA,NA,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,29701,29701,0,0,0,0,0,0,18656,"P425E205492 (Student Aid) / $29,701|P425F204661 (Institutional Portion) / $29,701|P425Q210787 (Proprietary Institutions Grant Funds for Students) / $18,656",60,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,35,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,10000,0,0,0,0,0,10000,285.71,285.71,0,0,0,0,285.71,285.71,285.71,0,0,0,0,285.71,10000,0,0,0,0,0,10000,NA,NA,NA,NA,NA,NA,285.7142857142857,5,0.07462686567164178,NA,NA,NA,NA,45,17,NA,NA,NA,NA,NA,NA,53,NA,NA,44,NA,NA,NA,19,13,NA,NA,NA,NA,NA,NA,30,NA,NA,28,NA,NA,NA,5428.57,3714.29,NA,NA,NA,NA,NA,NA,8571.43,NA,NA,8000,NA,NA,NA,285.7142105263158,285.7146153846154,NA,NA,NA,NA,NA,NA,285.7143333333333,NA,NA,285.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
224226,00356000,Dallas Baptist University,TX,4 Year,Private Not-For-Profit,0.004,0.025,0.13,0.146,0.002,0.515,0.013,NA,NA,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,5555367,6961219,0,0,0,0,0,0,0,"P425E202763 (Student Aid) / $5,555,367|P425F204858 (Institutional Portion) / $6,961,219",861,1972,152,874,800,946,0,525,388,61,217,149,1398,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,114.33,135.16,809.33,600,675,207.5,114.33,15908,13868.7,18781,8717.1,16064.7,10644.17,18781,1598288.44,1071672.79,213888.48,208667.88,753544.3200000001,419672.35,4265734.26,3044.358933333333,2762.043273195876,3506.368524590164,3597.722068965517,3472.554470046083,2816.592953020134,3051.312060085837,1937,0.3455842997323818,150,0.1072961373390558,39,154,701,766,NA,2911,103,272,648,NA,NA,3253,NA,1891,3706,NA,34,284,286,NA,537,33,99,113,NA,NA,867,NA,NA,971,NA,99174.08,912275.32,892856.14,NA,1366032.48,149846.11,307977.16,479004.06,NA,NA,2707845.58,NA,NA,2787087.59,5507.091,2916.884705882353,3212.237042253521,3121.874615384615,NA,2543.822122905028,4540.791212121212,3110.880404040404,4238.973982300885,NA,NA,3123.235963091119,NA,3462.872763466042,2870.327075180227,3859,133,1746,89,3589,136,1888,144,3763,255,579,2929,2186,200,0,0
441760,03627300,Lamar Institute of Technology,TX,2 Year,Public,0.005,0.027,0.285,0.218,0.001,0.428,0.031,NA,NA,0.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,5071616,6784124,0,0,0,0,0,0,0,"P425E202398 (Student Aid) / $5,071,616|P425F200931 (Institutional Portion) / $6,784,124",1363,2099,NA,2204,NA,NA,0,896,453,241,NA,NA,1765,523305,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,200,200,200,200,0,0,200,1223,1223,1223,1223,0,0,1223,1710600,891809,131174,118653,0,0,2852236,1909.151785714286,1968.673289183223,544.2904564315353,NA,NA,NA,1615.997733711048,4303,0.6992200194995125,628,0.3558073654390935,31,180,1869,1376,NA,2620,69,NA,NA,NA,NA,3453,NA,NA,4487,NA,52,688,349,NA,646,21,NA,NA,NA,NA,1178,NA,901,NA,NA,67371,1017362,477464,NA,960462,31516,NA,NA,NA,NA,1844130,NA,1490975,NA,1515.333333333333,1295.596153846154,1478.723837209302,1368.091690544413,NA,1486.783281733746,1500.761904761905,NA,NA,NA,NA,1565.475382003396,NA,NA,1246.340277777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228778,00365800,The University of Texas at Austin,TX,4 Year,Public,0.001,0.197,0.043,0.233,0.001,0.39,0.036,0.937,0.063,0.229,0,0,0,0,1,1,0,0,0,0,0,1,1,0,TEXAS,74478612,91359929,0,0,314218,0,0,0,0,"P425E201356 (Student Aid) / $74,478,612|P425F203139 (Institutional Portion) / $91,359,929|P425L210040 (Minority Serving Institutions) / $314,218",12770,36334,67,458,16065,1901,0,12747,18216,70,3614,183,35002,25500,309718,4000,500,0,0,0,314218,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,10,1,107,10,2,10,1,22670,19939,8873,6510,30522,31250,31250,23223579.81,9696675.68,131724.75,97890.45999999999,2559241.36,186008.25,35895120.31,1821.885919039774,532.3164075537989,1881.782142857143,569.1305813953488,708.1464748201438,1016.438524590164,1025.516265070567,22780,0.3370071750869147,4818,0.1376492771841609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49034,2227,17946,1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
380067,02527500,Houston Training School-Main Campus,TX,Less Than 2 Year,Private For-Profit,0,0.014,0.364,0.6,0,0.021,0,NA,NA,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,627223,627223,0,0,0,0,0,0,874002,"P425E205413 (Student Aid) / $627,223|P425F204550 (Institutional Portion) / $627,223|P425Q210683 (Proprietary Institutions Grant Funds for Students) / $874,002",333,NA,NA,NA,NA,NA,0,330,NA,NA,NA,NA,457,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,1000,1000,1000,0,0,0,0,1000,330000,127000,0,0,0,0,457000,1000,NA,NA,NA,NA,NA,1000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
227687,00360300,Ranger College,TX,2 Year,Public,0.004,0.006,0.036,0.3,0.001,0.595,0.029,NA,NA,0.457,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,3110991,4119011,0,0,0,0,0,0,0,"P425E203817 (Student Aid) / $3,110,991|P425F203202 (Institutional Portion) / $4,119,011",549,720,NA,1902,NA,NA,0,292,NA,89,NA,NA,385,733656,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,276,1460,276,1460,0,0,276,4236,1960,3460,1736,0,0,4236,1141024,5840,314056,6392,0,0,1467312,3907.616438356165,NA,3528.719101123595,NA,NA,NA,3811.2,1959,0.5484322508398656,4,0.01038961038961039,10,20,118,1106,NA,2092,111,28,83,NA,NA,1979,NA,NA,3222,NA,NA,37,154,NA,179,8,NA,NA,NA,NA,263,NA,NA,267,NA,NA,60644,290500,NA,351112,18600,NA,NA,NA,NA,524504,NA,NA,471908,1644,0,1639.027027027027,1886.363636363636,NA,1961.519553072626,2325,1644,2936,NA,NA,1994.311787072243,NA,NA,1767.445692883895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
227748,04146700,Aviation Institute of Maintenance-Houston,TX,2 Year,Private For-Profit,0,0.086,0.235,0.37,0.012,0.262,0.032,NA,NA,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,315603,315603,0,0,0,0,0,0,538021,"P425E201651 (Student Aid) / $315,603|P425F202652 (Institutional Portion) / $315,603|P425Q210529 (Proprietary Institutions Grant Funds for Students) / $538,021",300,98,63,NA,NA,NA,0,300,98,63,NA,NA,493,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,332428,102918,69075,33600,0,0,538021,825,825,825,825,0,0,825,1439,1493,1325,1225,0,0,1493,332428,102918,69075,33600,0,0,538021,1108.093333333333,1050.183673469388,1096.428571428571,NA,NA,NA,1091.320486815416,NA,NA,NA,NA,NA,49,114,162,6,138,13,NA,NA,7,449,NA,NA,319,NA,NA,49,114,162,6,138,13,NA,NA,7,449,NA,NA,319,NA,NA,53375,125528,175600,6850,150168,14325,NA,NA,7825,490407,NA,NA,348221,NA,NA,1089.285714285714,1101.122807017544,1083.950617283951,1141.666666666667,1088.173913043478,1101.923076923077,NA,NA,1117.857142857143,1092.220489977728,NA,NA,1091.601880877743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228529,00363100,Tarleton State University,TX,4 Year,Public,0.004,0.013,0.086,0.215,0.001,0.63,0.038,0.643,0.357,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,25838969,32333185,0,0,0,2575236,0,0,0,"P425E201376 (Student Aid) / $25,838,969|P425F200316 (Institutional Portion) / $32,333,185|P425M200967 (Strengthening Institutions Program) / $2,575,236",5256,7237,638,1668,1682,1379,0,2685,2255,173,586,187,6091,201633,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,750,529,750,750,750,750,529,22116.59,6250,6250,6250,6350,6250,22116.59,8690365,4639479,417000,395027,1681096,454500,16277467,3236.635009310987,2057.418625277162,2410.404624277457,1926.960975609756,2868.764505119454,2430.48128342246,2672.380068954195,258,0.01444568868980963,93,0.01526842882942046,87,213,1523,3894,NA,11235,667,111,116,NA,6377,11478,5,NA,11664,35,48,734,1517,NA,3401,277,22,53,NA,NA,4107,NA,NA,4546,96000,141750,2329907,4372556,NA,8386735,789518,65750,86250,NA,NA,11117468,NA,NA,11900036,2742.857142857143,2953.125,3174.260217983651,2882.370468029005,NA,2465.961481917083,2850.245487364621,2988.636363636364,1627.358490566038,NA,2600.805443548387,2706.955928901875,0,NA,2617.693796744391,14799,1428,3061,317,14699,1271,2832,215,14464,1625,2327,10512,2566,281,0,0
429085,03153300,American College of Acupuncture and Oriental Med,TX,4 Year,Private For-Profit,0,0.348,0.149,0.099,0.007,0.199,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,22970,22969,0,0,0,0,0,0,74685,"P425E203613 (Student Aid) / $22,970|P425F204384 (Institutional Portion) / $22,969|P425Q210594 (Proprietary Institutions Grant Funds for Students) / $74,685",NA,NA,NA,NA,NA,85,0,NA,NA,NA,NA,18,34,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27486,41229,68715,0,0,0,0,320.26,320.26,320.26,0,0,0,0,1195.65,1195.65,1195.65,0,0,0,0,27486,41229,68715,NA,NA,NA,NA,NA,2290.5,2021.029411764706,20,0.1418439716312057,5,0.1470588235294118,NA,49,21,14,NA,28,NA,6,18,NA,NA,105,NA,NA,NA,NA,13,11,NA,NA,6,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,26273.39,22231.33,NA,NA,12126.18,NA,NA,NA,NA,NA,48504.72,NA,NA,NA,NA,2021.03,2021.03,2021.03,NA,2021.03,NA,0,0,NA,NA,2021.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228185,03922300,South Texas Barber College Inc,TX,Less Than 2 Year,Private For-Profit,0,0,0,1,0,0,0,NA,NA,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,43857,43856,0,0,0,0,0,0,26094,"P425E204483 (Student Aid) / $43,857|P425F203205 (Institutional Portion) / $43,856|P425Q211320 (Proprietary Institutions Grant Funds for Students) / $26,094",20,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,2944,500,0,0,0,0,3444,150,250,0,0,0,0,150,3470,250,0,0,0,0,3470,51188,1000,0,0,0,0,52188,NA,NA,NA,NA,NA,NA,4744.363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2128.222222222222,NA,NA,1876.285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228787,00974100,The University of Texas at Dallas,TX,4 Year,Public,0.001,0.3,0.052,0.148,0.001,0.281,0.036,0.8,0.2,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,46255475,57735422,0,0,0,0,0,0,0,"P425E202862 (Student Aid) / $46,255,475|P425F202921 (Institutional Portion) / $57,735,422",7135,15730,1059,2085,8661,2294,0,6040,4812,734,4598,387,17128,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,50,50,50,50,50,50,50,3720,3720,3720,3720,3720,3720,3720,13605390,3527670,1385630,514030,6131970,497700,25662390,2252.548013245033,733.0985037406484,1887.779291553134,922.854578096948,1333.616789908656,1286.046511627907,1498.271251751518,16418,0.4441618872416405,3917,0.228689864549276,40,11285,1871,5357,NA,9612,1265,1065,6441,NA,20729,NA,NA,NA,26530,18,5279,1163,2983,NA,3371,539,288,3473,NA,9289,NA,NA,NA,12655,23500,8385620,2165530,5155870,NA,4923700,753170,410780,3816010,NA,13437200,NA,NA,NA,18891890,1305.555555555556,1588.486455768138,1862.020636285469,1728.41770030171,NA,1460.605161673094,1397.34693877551,1426.319444444444,1098.7647566945,NA,1446.571213262999,NA,NA,NA,1492.83998419597,26009,1741,10955,549,25506,1406,10234,444,25081,1617,3790,19674,11168,495,0,0
